resource_path	relationship	source_id	title	author_compiler	edition	publisher	publication_place	year	language	page_range	source_location	source_sha256	rights_status	ocr_engine	ocr_date	transcription_status	reviewer	review_date	unresolved_count	resource_bytes	resource_sha256	notes
resources/wordlists/08-s.md	derived_headword_list	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	30915	685b41374529196997e1b097db5ef82a90b108829b9a541dc5d02cfe0c8a2bf4	Derived file; blocked until its upstream transcription is authenticated and derivation is verified
resources/wordlists/09-sh.md	derived_headword_list	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	12837	58f150b30f2ae54e3803e679c0bab25ea7750ab30d59c16048fa95ec13d1c894	Derived file; blocked until its upstream transcription is authenticated and derivation is verified
resources/wordlists/10-dh.md	derived_headword_list	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	37248	db3069ac01e30c3f830152cb25192ef3febdab4c9e189bb2239769338837a5f2	Derived file; blocked until its upstream transcription is authenticated and derivation is verified
resources/wordlists/11-c.md	derived_headword_list	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	36624	ada1c721a813a71bff1f961512c6a7467a8e755b4b2111d01e54cf53a2886995	Derived file; blocked until its upstream transcription is authenticated and derivation is verified
resources/wordlists/12-g.md	derived_headword_list	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	38736	e8e88f278635bdecab39800e9cbf2488ae2ebfb68db296c9f1b5c2273c027bae	Derived file; blocked until its upstream transcription is authenticated and derivation is verified
resources/wordlists/13-f.md	derived_headword_list	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	27582	381a5b414d75ae0ee5e54f6861ba91bbcada898ae78a6c6f95e107cba2526db8	Derived file; blocked until its upstream transcription is authenticated and derivation is verified
resources/wordlists/14-q.md	derived_headword_list	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	32491	b39aa735aec96bb0e39bfb0664dbfa13838c74830fb386141e7f510aadba386e	Derived file; blocked until its upstream transcription is authenticated and derivation is verified
resources/wordlists/15-k.md	derived_headword_list	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	23092	720415e3f217525d08d59c194098561c8137b89007d0a199407e32161f953543	Derived file; blocked until its upstream transcription is authenticated and derivation is verified
resources/wordlists/16-l.md	derived_headword_list	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	16983	3263c3d990d91aa71aa63c45df65c5709d5ef75f36c1e40b8cc6647c15b869eb	Derived file; blocked until its upstream transcription is authenticated and derivation is verified
resources/wordlists/17-m.md	derived_headword_list	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	50659	ec3538e8541296f525ff0baab5d07fcad8439a86f7ca074569aa98b0f9dce5b0	Derived file; blocked until its upstream transcription is authenticated and derivation is verified
resources/wordlists/18-n.md	derived_headword_list	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	13269	308e0d9e78b674e7b91cfb6798b5a47194c73ef5e1e232f4f9cc50a998c12dc1	Derived file; blocked until its upstream transcription is authenticated and derivation is verified
resources/wordlists/19-w.md	derived_headword_list	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	14542	91e36d742205556d12f20aed5db7e8353eab7f21e53d22694e45fc070678f5e6	Derived file; blocked until its upstream transcription is authenticated and derivation is verified
resources/wordlists/20-h.md	derived_headword_list	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	34679	57bc2a111287a2394cd3a94933dc73bdee8283a41753a6a7accd6a2d8be075d5	Derived file; blocked until its upstream transcription is authenticated and derivation is verified
resources/wordlists/21-y.md	derived_headword_list	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	3897	dd10070aaf2d49355e8ee2f9ee9ae7ad864a414bc69836662bd007101f5aa42c	Derived file; blocked until its upstream transcription is authenticated and derivation is verified
resources/wordlists/22-a.md	derived_headword_list	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	27381	9dc3f6d498c2a018d34344b3865619b59755d929ac5813d91a413631a40bc4fc	Derived file; blocked until its upstream transcription is authenticated and derivation is verified
resources/wordlists/23-e.md	derived_headword_list	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	3029	927e5c01a347de7f058d60aebbac99c494e35c9137a47f45c05b4a7e157b6515	Derived file; blocked until its upstream transcription is authenticated and derivation is verified
resources/wordlists/24-i.md	derived_headword_list	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	17118	5f38e7b9cddba9da52aadb0b3269c083990f5bd0b6398749780dd1bb84fb31a9	Derived file; blocked until its upstream transcription is authenticated and derivation is verified
resources/wordlists/25-o.md	derived_headword_list	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	3283	e175d6b9c4c963e53fc9b3cf6fb0dd8d25ea1a664efaae9085d4100c567ce6a8	Derived file; blocked until its upstream transcription is authenticated and derivation is verified
resources/wordlists/26-u.md	derived_headword_list	SRC-QAA-001	Qaamuuska Af-Soomaaliga	unknown	unknown	unknown	unknown	unknown	Somali;Italian;English	unknown	not_available_in_workspace	unavailable	unresolved	unknown	unknown	blocked	unassigned	not_applicable	unknown	4944	dde896b9df75949e656856bcab2a1607d224b5e368671c2bf22eb49aa92f3ddb	Derived file; blocked until its upstream transcription is authenticated and derivation is verified
resources/wordlists/README.md	project_metadata	SRC-SLS-INTERNAL	Somali Language Standard project metadata	SLS maintainers	not_applicable	Somali Language Standard	not_applicable	2026	English;Somali	not_applicable	repository	git_object	project_license	not_applicable	not_applicable	derived	unassigned	not_applicable	not_applicable	1584	12ec71598ac2d1229dc20cc962c658edb89d31da7a8a0ecc6079b8b6723278e6	Project-authored collection metadata; not source-book text
